ID_REF	NMB109	NMB110	NMB111	NMB113	NMB115	NMB116	NMB118	NMB119	NMB123	NMB125
cg12062819	0.139419918907793	0.626147638424802	0.0220974905248152	0.0230330414040004	0.080788071623654	0.193447404129871	0.0203648413144617	0.0550223215960199	0.418928865220821	0.15073272037495
cg06300944	0.920110562908046	0.659026658256355	0.972517625599215	0.0184207366718155	0.019071015972303	0.0193667133738835	0.960294437550852	0.757571690362664	0.197231746888636	0.872700801415415
cg11948766	0.0563552617795698	0.912233085039092	0.959486513501728	0.0310566392292941	0.0365122238579169	0.0786395136298823	0.207131598541286	0.598899000127736	0.108694384932316	0.563416005477133
cg06368590	0.0178578914338112	0.0194538597670147	0.954552070992478	0.0232891764702684	0.0228247222189652	0.0209212877523662	0.705972858016864	0.0479688475574672	0.0223905767232145	0.238885691277318
cg04021697	0.0272620335535318	0.794730416827162	0.0471408364180022	0.0378650977169797	0.97209823451168	0.920456813178867	0.788576266706512	0.184500357930183	0.0342776322616131	0.0330004299667036
cg20852226	0.913405895362831	0.940706086076076	0.961153224954397	0.069068419349989	0.0188866809385791	0.0322733568462096	0.957211546082842	0.781056756386325	0.33370001460395	0.936005906693388
cg15929797	0.0321336069885169	0.0692573637249811	0.041220449751178	0.051160039666592	0.982984491976409	0.97668379850841	0.841204421740842	0.332017623674055	0.949654630678833	0.0370704534776404
cg01323777	0.928265979611321	0.873328001708374	0.956838450998992	0.0460716161564476	0.953500435608865	0.115408536586232	0.928499984197362	0.903829037635569	0.0959866048165055	0.908777780220942
cg00295794	0.925195971937938	0.900210567372768	0.961340439547264	0.0226353358296295	0.0204609834987132	0.0758429951092068	0.979077121819771	0.783061401813497	0.889025330932391	0.304263729837264
cg18782604	0.0300706299343769	0.0223129343002698	0.366382034723542	0.0374564798667988	0.968741143565486	0.274690920948072	0.187560074727037	0.824272053675344	0.932434472387964	0.520950087656183
cg20265661	0.918741497751962	0.0186978425456105	0.765948379414215	0.0215480590802551	0.0195493326285393	0.0170428304963236	0.0686940321062701	0.689031385551399	0.0321012988089722	0.926386270808886
cg00039801	0.0162218932034261	0.355937448445069	0.0362632709489004	0.868771649976666	0.970793228596466	0.826753728498522	0.015480690140216	0.0159065117994327	0.807000487214979	0.0204625400597879
cg06833110	0.0237639374319212	0.927109228632816	0.0367019435641784	0.166065010743417	0.896938796842686	0.0333458249751178	0.969243878979722	0.184079923929255	0.910755599920509	0.0249940311805548
cg08333858	0.0509014161277281	0.0509530663065659	0.0430808965711972	0.898287773191408	0.910448837753971	0.93537952244115	0.0307878951368136	0.203074837793608	0.946741365645058	0.0355944998985035
cg11213574	0.0233902541702231	0.0326061002671041	0.0323348247778031	0.509786319786051	0.97181806705193	0.931900771935907	0.0241936642433992	0.0313899909230878	0.642006922449704	0.0562521786657424
cg11033271	0.929857796330065	0.866482523167842	0.969190048039435	0.0337031387548937	0.023582929099244	0.0207461392980078	0.82357476388457	0.776284732744367	0.0428294649060098	0.924000531233687
cg20267580	0.0294843883819607	0.0282245798725727	0.048657506121171	0.905111505232828	0.947277462972013	0.943020542256381	0.29845691208009	0.264559842078203	0.918009020077458	0.026756717367099
cg09031522	0.0605421509257254	0.0667018997503797	0.0446689606783332	0.949669832906264	0.968060315354218	0.974853786471916	0.0770033893645907	0.330880782670716	0.970362810239406	0.0516460346087392
cg22031783	0.0614002913110297	0.463299957870518	0.956604675201367	0.959287739810018	0.98102823523542	0.983274159657266	0.936974169873924	0.529754062600101	0.961344925782527	0.0253925919822388
cg14507337	0.815331609923684	0.0170197957366244	0.0278752691502725	0.0225745222076456	0.0286020429450113	0.298124945792987	0.0245576337995065	0.631699615822726	0.0196870440120336	0.668663714401737
cg05297854	0.0295868264643942	0.0301242292510125	0.0397422926675298	0.559118701151644	0.972998021760887	0.918155509879717	0.0297654552873705	0.0316545593791463	0.598610714941191	0.05090918503525
cg12408990	0.952280332529648	0.479021135471754	0.955318369907067	0.0532390780033212	0.975536178249989	0.958874912743145	0.343862599396155	0.340410051752815	0.886944013097613	0.036837531762655
cg08307469	0.0312339344407208	0.104372079072536	0.223089704890489	0.9655628396485	0.977179559782987	0.968448074034516	0.0279605039592969	0.224453918741657	0.944611485980743	0.0567095738402196
cg26539736	0.165300040344492	0.217800940615219	0.0351110297481569	0.971205923072457	0.982082544301415	0.983026376872505	0.0602837329011084	0.53598880928749	0.978521843139193	0.0416766490521163
cg08363684	0.0893911352347006	0.131042763757123	0.0812699452988915	0.957331497746122	0.96068738209308	0.968994055898695	0.0366229426575904	0.4474582758638	0.968062941367601	0.0414627944312564
cg05769889	0.88282849179893	0.930776452688062	0.778341035583262	0.0548965654821852	0.0422901196840818	0.0422857480836765	0.897110362522323	0.800588726618344	0.896810783947295	0.818961820201519
cg24337818	0.912513036878925	0.75754108103287	0.933544000721942	0.592814775510702	0.0337551275276462	0.0297156452153026	0.940128358568194	0.780352577271864	0.040899633254855	0.692557371798627
cg13294849	0.0410602553266577	0.0817229210846708	0.0601541183195967	0.949269286937966	0.959138561796347	0.946515517776001	0.135084142928725	0.0991655853787062	0.948941829915579	0.0390346474385695
cg25228422	0.881870745836148	0.696917857443141	0.926194102648681	0.0585915103255559	0.0546539564905895	0.0429746790877804	0.916576871714026	0.717229239701703	0.0417847403578147	0.588493909709963
cg10329345	0.0972133186008014	0.0526311278616556	0.743097703563533	0.955764372029389	0.976845194607131	0.962650649898468	0.0550784954026505	0.52765669472694	0.947476354693734	0.0425214789922071
cg08893692	0.025813171941753	0.0292621624398156	0.708134776284973	0.259974625374861	0.971909071269279	0.933390129703778	0.726565342693815	0.221577480543881	0.112137640090872	0.0300019077124168
cg07974511	0.0331512279695521	0.0356877156334596	0.0329524308996674	0.954748518621421	0.0350389259429084	0.851771828002664	0.0429087837237117	0.0567751718218247	0.955424965448444	0.0265573412234769
cg21694350	0.893945036314359	0.118383690592762	0.170653635477778	0.0352794415550327	0.0344285751101113	0.0365832988629441	0.486029818490174	0.739533535807775	0.0372330913807874	0.871315194934322
cg23030863	0.0951518671553383	0.0614835412127008	0.0666772553914416	0.0349851101962879	0.749250572062659	0.0276360518178954	0.0697635999348447	0.405243001580027	0.0403549213409214	0.379933190008963
cg04707519	0.0239987240148973	0.0316042023333663	0.963515154789428	0.700976338419056	0.91295408421197	0.159878718385943	0.059846221480453	0.414223391722041	0.080594818804365	0.0342390039089941
cg23064609	0.0453733332663112	0.0425593301397794	0.966829983241511	0.0491123547101131	0.972441838131409	0.949017364932377	0.790933761133723	0.147996951470601	0.807436820487563	0.0588459627173437
cg26228266	0.945319803800791	0.950460357004919	0.965359323401632	0.0368500398432942	0.0401486296929366	0.0431490458766961	0.977783177851217	0.88473840718234	0.290797219429859	0.94608982634168
cg09235562	0.0214077133104985	0.0507337432322495	0.47191112464649	0.746626689197644	0.978601702527641	0.981722630619518	0.0162635132678355	0.275908293272844	0.963112981632907	0.0240007592021775
cg19978312	0.949493567752989	0.495692224057832	0.958446255094457	0.0651805358443596	0.973457477195229	0.95992230068567	0.388651495226363	0.417441278857881	0.890694469002646	0.0273401426537395
cg00450784	0.0333348045146854	0.0325679134228795	0.0299580426226743	0.0409575260657221	0.971256172936924	0.964976593634947	0.074772702556836	0.139185350439803	0.628634760847063	0.0296066207177066
cg00498591	0.0209094782551186	0.229995289470279	0.544370251378594	0.871982547874398	0.974277713859182	0.897460500502374	0.359481912828177	0.536538514066223	0.871709612683844	0.0221768134187978
cg17542408	0.172991995280131	0.563550129886499	0.0396903339395292	0.0458496008883649	0.0287514238828706	0.939792309964134	0.956585375398757	0.440336841112893	0.0270195122254177	0.228022209725777
cg26107890	0.0392252985223509	0.68226635340103	0.0451731400688969	0.911971860541723	0.966343063382971	0.947408749510256	0.809082162173493	0.14557935706935	0.02969529183258	0.0290786347790393
cg13407335	0.866044007847704	0.85719877799	0.774657355371207	0.0456441211913849	0.967968322510906	0.180946407199878	0.574837756690359	0.780649695228952	0.0998666611559212	0.869204064847656
cg01697719	0.944174892248567	0.0311286268746242	0.958189610366001	0.0458611945482935	0.896853947859119	0.556275040449842	0.625877422177867	0.83151457165553	0.781028477781309	0.762724637122474
cg15673034	0.943541732379599	0.948579291144621	0.0861853127451984	0.042110357389423	0.036309810150421	0.0319292465125199	0.955403696169251	0.809896243368736	0.119082198508127	0.924478884688718
cg13990092	0.0911776751709741	0.753526266965749	0.700749245709043	0.0356104515375558	0.0371438041695391	0.0301603248389274	0.067757957592959	0.0418737586409292	0.0307157489261444	0.0536638445392046
cg22125968	0.601626088576196	0.360405020714471	0.76464385628846	0.0467315891257223	0.0285676210879853	0.0249779291886165	0.721501131252755	0.707116101295795	0.173045625157308	0.92537782587532
cg10168149	0.0397351530764181	0.0218854383254824	0.0672580684536872	0.923661451231942	0.974292845930448	0.373894501976697	0.117772535487427	0.462182790787097	0.855061739802856	0.329229540156164
cg22399133	0.485716675106252	0.0505200751955297	0.759825220284263	0.0423963593584448	0.0848119865593858	0.0948145716630159	0.266886411140725	0.454662100578393	0.440017234731095	0.0355824768757676
cg17473377	0.36159226875128	0.100428685377939	0.545051208599587	0.930778418577078	0.980797360657641	0.845823901619562	0.0277212892776789	0.267904522708385	0.929650054536704	0.263514071446858
cg05888872	0.875273423845401	0.754115795495745	0.401721834605953	0.0157203495977543	0.0207783853816982	0.0323651976965616	0.947163848986276	0.653833339816528	0.0254746278485798	0.904662600268106
cg06747432	0.927036951080196	0.918445941426961	0.953464675721189	0.0275860454653566	0.179532267325725	0.0135615973065543	0.955435187836558	0.638363934679061	0.261571575074737	0.930468754781666
cg24740026	0.0217016853426476	0.463117535455977	0.0387568558404935	0.0310452110682351	0.967401525317657	0.915739225449032	0.0222094991567883	0.0270231236572358	0.263762834535644	0.023993192292246
cg05347845	0.0486254509001357	0.202387571086795	0.0267209238688792	0.303183038348376	0.98289639968842	0.931215498978651	0.0239794950711402	0.0214596254720291	0.946843733978457	0.030736169821183
cg03454775	0.100503538815379	0.211338021097486	0.0279279448844059	0.91356984620951	0.602459132823576	0.872656593211722	0.0562809790236733	0.237921845947711	0.95465646451244	0.0454914210107562
cg18904891	0.942535439125006	0.0891222334330525	0.79210535545509	0.0334170885204554	0.0440607076643358	0.0320922901946543	0.97064415142622	0.805218732765829	0.0297221916317762	0.822553699589457
cg05408649	0.0353695319721685	0.0379314636428609	0.676108445314594	0.06814201805231	0.976617251310812	0.971309211353548	0.075763613864479	0.0791604642766597	0.934301328212653	0.0833589050686841
cg00713400	0.0390937752679282	0.0360000255749262	0.0519549898826459	0.0574241461297012	0.940668613668946	0.940838756223645	0.181849445035384	0.290491372027303	0.0667346122247422	0.0332980702759441
cg12811449	0.609629945035073	0.0464056590236032	0.0991341291969821	0.0561235557586763	0.109579082187428	0.0254399516865999	0.0326517749111228	0.724444981074494	0.0398603864085007	0.271527671939903
cg09794469	0.0374428782652704	0.0361108482965802	0.0425691002092611	0.621561335388347	0.966946442236703	0.973567749524353	0.0475490556047234	0.331366969966726	0.264636013970388	0.032604151756579
cg12560020	0.943406205238122	0.876963204391189	0.959987391113532	0.0420050912473685	0.967298197715554	0.533744402870677	0.952557412776555	0.856909273338461	0.129774292549728	0.749682483884905
cg01536987	0.673718223600319	0.388074964756474	0.785395120987373	0.106355014738649	0.0224472549541642	0.0235670365718816	0.692190630114576	0.726035862557994	0.236446386175788	0.932643361193323
cg00507738	0.892757266580255	0.825452806203615	0.857375539613326	0.0304436709111468	0.0211593410189175	0.0168044199925002	0.955530811502302	0.572773894362314	0.728827545084032	0.893079000208908
cg18566177	0.113775672904126	0.176748164889751	0.0501393620489435	0.945946123495257	0.958684510209319	0.955160693148501	0.0338304139423033	0.376983476251059	0.962992573365658	0.0639454830419782
cg14544666	0.929304415318797	0.479630028737889	0.951916531137846	0.0367992275217147	0.965812771880156	0.925851298523707	0.397394141706983	0.143448316966117	0.828700534727347	0.0317708707426364
cg23398076	0.917818702259562	0.919817485644882	0.936097493474823	0.042729890840385	0.0897505879562005	0.128914702945612	0.926407957438659	0.818507903651815	0.128398580140105	0.914926759795588
cg03605610	0.0275031209608848	0.191229125362948	0.142330894562855	0.52807665207979	0.975250803399166	0.917927271666998	0.651929584868227	0.205477918171258	0.920227732275677	0.101553984502392
cg25830696	0.0173819419687802	0.0172977932150274	0.660022339948029	0.0222732730257185	0.0182205469821941	0.0175383839262631	0.631313527180537	0.0434210205527768	0.0273675035342539	0.017310795680007
cg24591770	0.0288860328433169	0.0244744633388674	0.200072404158537	0.814690340796254	0.920035047748565	0.920643207578556	0.0504250147679256	0.24802734878414	0.85775364945681	0.0327482064284273
cg25453625	0.948724567348539	0.935007204536998	0.914920262033601	0.90442282043889	0.778756520024612	0.929205946013545	0.957505124624582	0.882622205316611	0.942559041425575	0.951378525527815
cg01963134	0.21108443583805	0.901793292723362	0.941132962181255	0.92403421491641	0.521074547422047	0.058466148789287	0.768194859972262	0.846368813178918	0.427004501247342	0.213798336827983
cg23121394	0.877321519492185	0.278516689833904	0.579204053882463	0.0164305819634603	0.0170365300159973	0.0117611187124576	0.938848762139364	0.491295223407527	0.0470797067863092	0.869580802005812
cg14557185	0.93556076929509	0.709000438741519	0.977097343889278	0.0186127532659204	0.0141429044054488	0.0361904959251838	0.708663758056104	0.706177298018868	0.362315186299409	0.858475597200633
cg19003390	0.12496557429399	0.889469959344561	0.942573969372125	0.943716496217755	0.385120440423065	0.167977728722186	0.621354354148501	0.335384731165849	0.949952310550158	0.0571578517034696
cg22507154	0.029263993690001	0.0177630582962188	0.0462987942367431	0.89155594853329	0.97080757987768	0.952455408989672	0.0754717299293622	0.128320802700954	0.0329906273599748	0.0292625833253246
cg18274480	0.887358507356355	0.839287619133534	0.9752012672058	0.024549328044734	0.706800371748055	0.572263766648176	0.963489075450719	0.748928836122236	0.0193775956265635	0.922026505114393
cg17959970	0.0241694791333262	0.0411474491087896	0.374979654823044	0.940313204418057	0.971924686924742	0.959800417220692	0.550030377112277	0.741135569263074	0.881039847797188	0.166569534262153
cg01544903	0.938890657106063	0.16662289159781	0.678700306778913	0.0349257841521372	0.983071279509651	0.958894500850904	0.880882984650762	0.874036931654834	0.520942162251816	0.104771230835612
cg19053239	0.0303898201602204	0.339413092615245	0.0480016775171151	0.0690101748288411	0.944639294803072	0.931073964471221	0.0825416536684586	0.0832702109969804	0.0539264587921368	0.040350172317781
cg02297063	0.025902812417967	0.136702899548098	0.017478640567934	0.889106933976173	0.656948153976121	0.0111061050351528	0.0491281589540684	0.0336172428753218	0.878014512960714	0.0228513648041476
cg20611911	0.0342037802703142	0.451509048287677	0.0350274886059242	0.0300902029595083	0.95878839515629	0.833074912979223	0.745710021176599	0.312043800013773	0.0287877826911937	0.0382099084856347
cg20072171	0.936270665623468	0.025723757613692	0.217418051376146	0.0928901080400134	0.973644732132548	0.0276164555854811	0.0490644248118281	0.716266469960264	0.912208004667613	0.37760514291973
cg08800878	0.602865126018967	0.888738202312813	0.947939863616766	0.0442083686121531	0.0380257633690127	0.924523465505442	0.951958657336763	0.638613797325639	0.542304495333893	0.12090354223544
cg08613144	0.926020128908688	0.296470736997966	0.92981530678405	0.0292662517411995	0.0354859329419857	0.0308433826176204	0.923512896846549	0.739165280173762	0.498893948929717	0.919154393821462
cg10584587	0.143471264180099	0.311589190863207	0.0302627527954149	0.966805231328539	0.980689070159867	0.983223676041033	0.477100433005432	0.440869881407335	0.933228389425638	0.0650370796921694
cg24720717	0.0163789843105422	0.0166501063040716	0.0392353059302277	0.0187614665319216	0.672239898932886	0.0166571588636797	0.0167949370243072	0.0167614037633006	0.0157064146016732	0.0139729421873184
cg13588403	0.637656868702545	0.0529953235191942	0.937491309265684	0.0986250997670705	0.594004407812594	0.095518031711011	0.906757988567861	0.889682095268291	0.0666111755206109	0.747741962809494
cg14543508	0.872692792950954	0.0211286130666047	0.038648865435088	0.928458468124595	0.0340851598168516	0.688938939348765	0.0467200747811736	0.788529702352147	0.930970141226133	0.626450992998481
cg05719164	0.0175285842564874	0.0239242105525313	0.0244835742480078	0.249157935996888	0.0174588333796981	0.0159999580520251	0.0228523930105902	0.488536365242903	0.873602891704785	0.0254714146459142
cg25461801	0.950460953114769	0.940312888575099	0.97036672455139	0.0335189530894387	0.0250894651561259	0.119188650801671	0.976411938139176	0.905849247839299	0.944987339299005	0.95211593326114
cg22365240	0.900231831446474	0.882435936251018	0.949493319943143	0.0326398756549185	0.35508359446342	0.502633685830365	0.936544015207288	0.776282700236751	0.213052269423132	0.890951486005186
cg01915516	0.013073250108682	0.480308016834353	0.0210364514411127	0.0140723038975771	0.970606792848294	0.83600375294771	0.701816084990748	0.254266662316865	0.0112367207639458	0.0149869843428963
cg23928165	0.0185559022229474	0.0441157602063495	0.441162587600981	0.608172734401686	0.942889526167209	0.854807816550111	0.0185033725984049	0.128633413185489	0.859616141302802	0.0227418427796299
cg10426234	0.0399831507857019	0.943022333170238	0.963453117116849	0.576707979664379	0.965939164848149	0.974448768070799	0.955886780988787	0.651936099517458	0.947210538315766	0.435850579020171
cg22282405	0.0916933900860109	0.877810971120685	0.961207893103582	0.0358122587517491	0.960280441027964	0.887474702479582	0.966181562351621	0.764321296748337	0.61763881583814	0.617814577982898
cg21497990	0.0197846139793819	0.550413576820725	0.562140681417418	0.495089057452695	0.948869474790363	0.853525528454914	0.243854853759461	0.137108943739358	0.440575982175446	0.027385758286739
cg17143192	0.950082428571095	0.116758827505132	0.831652624332331	0.0387065002500645	0.0649921934310692	0.0411819853999471	0.971413358230783	0.812132645673509	0.0354704635063943	0.858862667038786
cg23445461	0.936624940995467	0.0192318741261482	0.955974768278047	0.0393888418582053	0.136358995436771	0.656064994702689	0.0311938964617126	0.7259494577111	0.854448023111318	0.935403167473565
cg24641302	0.888588580478916	0.827364531433683	0.567874437375514	0.0276848556508577	0.0208311731998318	0.0105473763975072	0.944266788837546	0.45462430779029	0.0202207865668708	0.381432758435087
cg26000619	0.026102549384041	0.0381381159050735	0.0407689593913919	0.88905761061256	0.966757173819627	0.0174996853754946	0.0340528345263541	0.216897755809569	0.769321268784991	0.0298199637011822
cg17760405	0.0245631255437967	0.0230394220642643	0.0484974616517601	0.0418638491342932	0.933546370993046	0.819634614043251	0.16920066550394	0.691922972685287	0.862912084704822	0.032893844869254
cg16616521	0.926243553573062	0.0258559144799637	0.0472557997177982	0.930701462344136	0.917819038448847	0.947405269372995	0.0825030337509301	0.633863606145703	0.112447060616144	0.441796883836992
cg13639451	0.0817001708840088	0.0738465365698208	0.0403437061553648	0.949597418721482	0.0332520087686068	0.250285220031424	0.0445393774433945	0.428149635032277	0.947527125287731	0.028662507841182
cg04705620	0.884950410531772	0.855752116336568	0.935437827195761	0.0356424179901047	0.118805560433765	0.110348615343036	0.935420661645075	0.810347602800019	0.0635229492204198	0.797943963460748
cg00631482	0.909614126979705	0.0507607159257129	0.0781232057692951	0.0725342341110309	0.0419375353150515	0.0331287404570744	0.509072890916212	0.719622216558052	0.0703644167285146	0.825270323701044
cg00944421	0.0490226223774687	0.0350194897919782	0.0817154655949713	0.949518575114928	0.971803759635863	0.958386147344212	0.0627419435882661	0.489491384802547	0.930052536933482	0.022850371230598
cg26093711	0.884234472308075	0.731908724513818	0.89395127830128	0.0283532481131452	0.0375153426622283	0.0534274514174849	0.866546318567971	0.734302596582768	0.043419391333358	0.879595381606136
cg05496203	0.909852688164041	0.870075947837068	0.923357260374864	0.0460187694695493	0.0520280038322557	0.073500233892947	0.908375539110942	0.803685323604481	0.0890221798509673	0.884203419342188
cg23097402	0.934239411837002	0.0338663348893697	0.895237263151123	0.0557782143214282	0.0535308296558723	0.0462386414428603	0.176604915943582	0.555670972320246	0.0481468435095461	0.0509485362790477
cg07846737	0.0557366170799857	0.069701450500159	0.14292830977056	0.934379035854295	0.966205583175459	0.963499909413508	0.32669852095182	0.567202377472886	0.937710269373678	0.037339328654257
cg00295572	0.0135351806248941	0.476806569245332	0.0212180492058935	0.0142587587272654	0.972064873073617	0.830766053996287	0.705340966568583	0.348655015462439	0.0100866649305052	0.0164644334460044
cg24504927	0.024079813411704	0.873144598055409	0.462739866987619	0.0389225178967648	0.0697769557449134	0.116545201997606	0.827384776391967	0.815089726248906	0.0552996050990274	0.0355285901720552
cg25718467	0.0251702386470081	0.0223352296529292	0.0360106949207392	0.928613544146022	0.8852092615935	0.949293645658422	0.108775345942644	0.0649188573004748	0.876415061795405	0.0269959136248269
cg00361495	0.882815593614519	0.667304711735901	0.623841809501203	0.0261803373082291	0.951716299507404	0.845680127814698	0.939658616448833	0.714398567509275	0.377250754436131	0.801000541397917
cg11957331	0.0250562922668145	0.0260491172882246	0.0500791575099103	0.912536420378829	0.970241616489089	0.923937691400713	0.0361112202741624	0.030571710993634	0.931974298725939	0.0303499581326754
cg25379390	0.107120152651086	0.108408362853734	0.542545751691321	0.913430008913706	0.9606444567024	0.962103420348826	0.0280280792447743	0.283138469982037	0.951336417205369	0.0400849187122597
cg27376136	0.423306051227821	0.045933215986668	0.364211839451063	0.0280426397154481	0.954451612933368	0.863756036831298	0.564422646338513	0.692425296197636	0.8610563635376	0.909636174579224
cg19478500	0.437057357601673	0.895130362020949	0.950111092144085	0.0846199046507557	0.038832762669045	0.030787091761556	0.95994971821232	0.805000273696905	0.0480265594122925	0.0398619798036827
cg04770020	0.0949225916666459	0.123365347689734	0.0265276525060849	0.0780146355841433	0.981585938328587	0.448319410554452	0.562820949375518	0.511201648604969	0.979854875707782	0.0365426990706119
cg01889143	0.030786437021168	0.0458512397895105	0.114709102416964	0.902454275004701	0.0330921407667664	0.0391791475777117	0.0392121125693323	0.0465971004052711	0.923286213072645	0.0288765840453599
cg05014727	0.906741032503055	0.702200501886135	0.950393684591863	0.0374637020645627	0.967078183631482	0.903560188184998	0.937365598148715	0.723511326647473	0.0716755442204734	0.933589371898109
cg12852139	0.0475387952075672	0.0330552196736507	0.0352568552314412	0.631765105272091	0.968383790147038	0.974498039276871	0.499757324669758	0.355071431297004	0.0787746987700904	0.0257957051300104
cg18222083	0.935516412823015	0.0524198736147153	0.839810237309204	0.048051914071454	0.0465427823837592	0.0581319961383675	0.607546247821272	0.489008624516821	0.943048801357204	0.789706913187363
cg00114029	0.877884392424316	0.919623554272711	0.955043844131822	0.0169135523757249	0.0166340484258975	0.0159694228458353	0.966610315362858	0.726759297272875	0.256588866200918	0.91901244708237
cg12313892	0.0508749878375448	0.112210567504137	0.959973364845228	0.123526770609294	0.972480138153076	0.972113925570386	0.630787225769789	0.465462351586877	0.971179999468087	0.034571503655614
cg20377305	0.927123122952017	0.0214933066679538	0.0474728528709499	0.809240942062906	0.510033639196349	0.626811766822059	0.215070495002366	0.724234134300673	0.705990500785406	0.907513893743657
cg02348751	0.545461358008945	0.0202909863470351	0.0256719267917236	0.0294791558369342	0.0167731886542964	0.0171149677983599	0.0250253037818966	0.0604913626028267	0.820409551943256	0.0192714191902276
cg10122865	0.0446777111228284	0.0462235655112398	0.0591474618159993	0.950043622836301	0.041305696180513	0.818394289300982	0.0747384291873191	0.0620197668829561	0.943155840867681	0.0393485792055732
cg25923609	0.0383267130364857	0.0744156979248797	0.0487448857025257	0.931574526302693	0.0465385981242186	0.0543262766089905	0.0759242577757848	0.150449718854928	0.956480740421333	0.0334172224107948
cg18121224	0.0261298874803673	0.036989745166323	0.0412099695380756	0.571330694420497	0.972313408126515	0.945272033793363	0.0254823545195348	0.36014085403065	0.686215988459762	0.0305707140030813
cg18477674	0.0254152441429457	0.0318947927276668	0.064677559149688	0.0336700316430732	0.969120775342351	0.654071058431555	0.595378924895447	0.101415598786322	0.0597241572673395	0.407648992555352
cg13331196	0.0149317104995861	0.349531317757045	0.668991037527827	0.880597850271532	0.014884502245059	0.845314934959806	0.373354673950794	0.160666986600186	0.795064224769952	0.0371055932956604
cg16513459	0.907364076567379	0.749228518665336	0.90858897838347	0.0419254818285494	0.951654311976937	0.154041369760565	0.654907215563684	0.742496490028029	0.141814522212357	0.746228873317798
cg09671258	0.0221297091698131	0.0266696999053027	0.0272789513737269	0.127359739853433	0.0184354888405074	0.0216167382927457	0.0231184625602058	0.525929939715022	0.885156810516565	0.026210882402704
cg15126975	0.0223335867124117	0.0580823205917862	0.94126318886736	0.0236025269208298	0.947757627814915	0.856594384864289	0.586737124832129	0.173048737464697	0.662310374575221	0.0215066287198653
cg02037307	0.0226551337167952	0.495081339614656	0.666948828831815	0.0485174923079783	0.936949147036478	0.910464673601686	0.723763084831213	0.462477142728115	0.858317657923756	0.1224939287746
cg25740565	0.0479610538026335	0.0337501500362116	0.0655546091165299	0.957164518247149	0.96983053518432	0.118956842677822	0.0420602620306344	0.386993976075081	0.93038751948952	0.436226185268927
cg07017164	0.095771175647736	0.185961091916344	0.0506062355811835	0.945802900219064	0.977936771603954	0.964942756965961	0.0279570995393523	0.31004544795003	0.967670757678574	0.0274952460917743
cg17090968	0.025384394184309	0.0217698060824237	0.0451540064747566	0.959114281113628	0.959892069110723	0.109368525877975	0.0259329008995461	0.386165245932312	0.901574244076115	0.026499957548717
cg24073122	0.0328507068000312	0.430350735877622	0.04169174831571	0.0387640650365487	0.976949436848771	0.828195683918483	0.729258669602697	0.245246893159955	0.0181701710853021	0.0340870650254625
cg09899173	0.0457639559245381	0.558171609916052	0.538771243057304	0.591378754220925	0.979332708307603	0.933072685976175	0.408351504127192	0.16208074909766	0.853217111614599	0.0183339846836449
cg19440264	0.0253484494934672	0.0308135623592442	0.0344953649838873	0.0450666833899524	0.959067876621557	0.903194188035558	0.0207883506091526	0.254286761028047	0.782528050056427	0.494851737035272
cg15219228	0.800182912705991	0.823174314091494	0.825206825448809	0.93180796668559	0.0631209196528601	0.933232898153058	0.61781016585944	0.107726432142129	0.939064020442598	0.0725503991500462
cg21017569	0.946959705449936	0.886607848246824	0.965065180644491	0.0833604942324941	0.980340689292953	0.298727352068928	0.930549490495147	0.921611162136706	0.351439746441779	0.939601199233458
